Predict,Target,Error
0.003699453780427575,0.0,1.3685958037967794e-05
0.02040259540081024,0.0,0.0004162658879067749
0.3412330150604248,0.0,0.11643996834754944
0.3695828318595886,0.0,0.13659146428108215
0.0006074178963899612,0.0,3.689565062359179e-07
0.007322563789784908,0.0,5.361994044505991e-05
0.0741206556558609,1.0,0.8572525978088379
0.01689990982413292,0.0,0.0002856069477275014
0.3075474500656128,0.0,0.09458543360233307
0.341633141040802,0.0,0.11671320348978043
0.006957266014069319,0.0,4.8403551772935316e-05
0.2963872253894806,1.0,0.4950709640979767
0.20995675027370453,0.0,0.04408183693885803
0.14082767069339752,1.0,0.7381771206855774
0.011443211697041988,0.0,0.0001309470972046256
0.31956684589385986,0.0,0.1021229699254036
2.6040438569907565e-06,0.0,6.781044475934195e-12
0.07592512667179108,0.0,0.005764625035226345
0.9979495406150818,1.0,4.204383913020138e-06
0.0438305139541626,0.0,0.0019211139297112823
0.4228609502315521,0.0,0.17881138622760773
0.4389803111553192,0.0,0.1927037090063095
0.36321139335632324,0.0,0.13192251324653625
0.13632136583328247,0.0,0.018583515658974648
0.3635135591030121,0.0,0.13214211165905
0.3592294454574585,0.0,0.12904579937458038
0.056517306715250015,0.0,0.003194205928593874
0.0003611153515521437,0.0,1.3040430246746837e-07
0.9847649335861206,1.0,0.00023210725339595228
0.07029588520526886,0.0,0.004941511433571577
0.34867510199546814,0.0,0.12157432734966278
0.11979259550571442,0.0,0.014350266195833683
5.132734713697573e-06,0.0,2.6344966139180137e-11
0.5540002584457397,1.0,0.1989157646894455
0.05132387951016426,0.0,0.0026341406628489494
0.21641479432582855,0.0,0.046835362911224365
0.005916863214224577,0.0,3.5009270504815504e-05
4.917038040730404e-06,0.0,2.4177262622493423e-11
0.9323061108589172,1.0,0.004582462832331657
0.008247029967606068,0.0,6.801350536989048e-05
7.640726806812381e-08,0.0,5.838070403897753e-15
0.2027612179517746,0.0,0.041112110018730164
0.41701066493988037,1.0,0.33987656235694885
0.15976053476333618,0.0,0.02552342787384987
0.8074509501457214,1.0,0.03707513585686684
0.85618656873703,0.0,0.7330554127693176
0.34773769974708557,1.0,0.42544615268707275
0.2801779806613922,0.0,0.0784996971487999
0.314162939786911,0.0,0.09869835525751114
4.3657448259182274e-05,0.0,1.9059727129899784e-09
0.9969348907470703,1.0,9.394894732395187e-06
0.3085567057132721,0.0,0.09520724415779114
0.9999977350234985,1.0,5.130118552187923e-12
0.40313395857810974,0.0,0.1625169813632965
0.37874698638916016,0.0,0.14344927668571472
1.3544628018280491e-05,0.0,1.8345694408061775e-10
0.22454026341438293,0.0,0.05041832849383354
0.9223862886428833,1.0,0.006023888010531664
0.0064484053291380405,0.0,4.158193041803315e-05
0.9967303276062012,1.0,1.0690757335396484e-05
0.13883551955223083,0.0,0.019275302067399025
0.3821718096733093,1.0,0.3817116618156433
0.2297797054052353,0.0,0.052798714488744736
0.0007000613259151578,0.0,4.90085881210689e-07
0.06275640428066254,0.0,0.0039383661933243275
0.2783220112323761,0.0,0.07746314257383347
7.0180126385821495e-06,0.0,4.925250138287929e-11
0.11263550817966461,0.0,0.012686757370829582
0.40376734733581543,0.0,0.1630280762910843
0.19592881202697754,0.0,0.038388099521398544
0.08780472725629807,0.0,0.0077096703462302685
0.0041343155317008495,0.0,1.709256503090728e-05
0.9449180364608765,1.0,0.0030340226367115974
0.015346026979386806,0.0,0.000235500541748479
0.15495191514492035,0.0,0.02401009574532509
4.7247121415239235e-07,0.0,2.232290415883631e-13
0.9872921705245972,1.0,0.0001614889333723113
0.12107403576374054,0.0,0.014658922329545021
0.35742002725601196,0.0,0.12774907052516937
0.08767104893922806,0.0,0.007686212658882141
0.0004688191693276167,0.0,2.1979141706651717e-07
0.0002585025504231453,0.0,6.682356712417459e-08
0.003214729717001319,0.0,1.0334487342333887e-05
0.7755507826805115,1.0,0.05037745088338852
0.3561656177043915,0.0,0.12685394287109375
0.004946394357830286,0.0,2.4466817194479518e-05
0.04251861944794655,0.0,0.0018078329740092158
0.6925201416015625,0.0,0.4795841574668884
0.3967665433883667,1.0,0.3638905882835388
0.0028122183866798878,0.0,7.908572115411516e-06
0.42782026529312134,1.0,0.327389657497406
0.11798093467950821,0.0,0.013919500634074211
0.8810537457466125,1.0,0.014148211106657982
0.31446373462677,0.0,0.09888744354248047
0.25588202476501465,0.0,0.06547561287879944
7.415652589770616e-07,0.0,5.499190512681107e-13
0.19738945364952087,1.0,0.6441836357116699
0.0011720977490767837,0.0,1.3738131201534998e-06
0.02989676035940647,0.0,0.000893816293682903
