Predict,Target,Error
1.1383751370885875e-05,0.0,1.2958979722643704e-10
0.4195229411125183,0.0,0.1759994924068451
0.3401576280593872,0.0,0.11570721119642258
0.4259040653705597,0.0,0.1813942790031433
0.008449593558907509,0.0,7.139563240343705e-05
1.1565470359187202e-08,0.0,1.337601078381693e-16
0.8400970101356506,1.0,0.025568965822458267
0.0719326063990593,0.0,0.005174299702048302
0.12442393600940704,0.0,0.015481315553188324
0.17155595123767853,0.0,0.02943144366145134
0.0002087628236040473,0.0,4.35819167421414e-08
0.4950568675994873,1.0,0.2549675703048706
0.0037118576001375914,0.0,1.3777887033938896e-05
0.6232385039329529,1.0,0.14194922149181366
0.0022784576285630465,0.0,5.191369382373523e-06
0.2028355896472931,0.0,0.04114227741956711
1.1373059294328414e-07,0.0,1.2934647961265842e-14
0.22536151111125946,0.0,0.05078781023621559
0.9999264478683472,1.0,5.409916070675536e-09
5.337438778951764e-05,0.0,2.848825175760794e-09
0.14211037755012512,0.0,0.020195359364151955
0.008210047148168087,0.0,6.740487151546404e-05
0.06726022809743881,0.0,0.004523938056081533
0.022797126322984695,0.0,0.000519708963111043
0.290513813495636,0.0,0.08439827710390091
0.26712262630462646,0.0,0.07135450094938278
0.02730659767985344,0.0,0.0007456502644345164
0.4478474259376526,0.0,0.2005673199892044
0.9999141693115234,1.0,7.366907084360719e-09
0.002350711030885577,0.0,5.52584242541343e-06
0.23122474551200867,0.0,0.05346488207578659
0.00012183094077045098,0.0,1.4842778561785508e-08
0.0014793045120313764,0.0,2.1883417957724305e-06
0.9651696681976318,1.0,0.0012131519615650177
4.1850301002455126e-09,0.0,1.7514477444736492e-17
0.21957172453403473,0.0,0.04821174219250679
3.9182057776088186e-07,0.0,1.5352336643712633e-13
8.040299803724338e-07,0.0,6.464642189618619e-13
0.965922474861145,1.0,0.0011612777598202229
2.20769675252086e-06,0.0,4.873925048276551e-12
4.858814683927903e-09,0.0,2.3608080443759457e-17
0.001675748615525663,0.0,2.8081333312002243e-06
0.5173307061195374,1.0,0.23296964168548584
0.2597087323665619,0.0,0.06744862347841263
0.998781144618988,1.0,1.4856084362691035e-06
0.01724272035062313,0.0,0.00029731140239164233
