Predict,Target,Error
0.0071894028224051,0.0,5.168751158635132e-05
0.0004114028997719288,0.0,1.692523454721595e-07
0.5135900378227234,0.0,0.26377472281455994
0.5307755470275879,0.0,0.28172269463539124
0.000594027922488749,0.0,3.5286916499899235e-07
3.2958680229455695e-10,0.0,1.086274647660862e-19
0.9997981190681458,1.0,4.0755910646339544e-08
0.04875179007649422,0.0,0.0023767370730638504
0.0011334599694237113,0.0,1.284731524719973e-06
0.01350309606641531,0.0,0.00018233360606245697
6.174120790092275e-05,0.0,3.811976956313856e-09
0.6702929735183716,1.0,0.10870672017335892
3.8862821384100243e-05,0.0,1.51031886996833e-09
0.8390167951583862,1.0,0.025915592908859253
9.226227848557755e-05,0.0,8.512327731580172e-09
0.00012348320160526782,0.0,1.524810144815092e-08
2.014710389630636e-06,0.0,4.059057777394681e-12
0.012488111853599548,0.0,0.00015595293371006846
0.9985791444778442,1.0,2.0188304006296676e-06
1.0734165698522702e-05,0.0,1.1522231085914214e-10
0.0003832296933978796,0.0,1.4686499127947172e-07
8.903413254301995e-05,0.0,7.92707677277349e-09
0.00022171044838614762,0.0,4.915552409556767e-08
0.0016837086295709014,0.0,2.834874749169103e-06
0.06683306396007538,0.0,0.00446665845811367
0.0040750810876488686,0.0,1.660628549871035e-05
0.07023531198501587,0.0,0.004932999145239592
2.3959744794410653e-05,0.0,5.740693476141701e-10
0.9995724558830261,1.0,1.827939684062585e-07
2.3607706225448055e-06,0.0,5.573238051614915e-12
0.309236079454422,0.0,0.09562695026397705
8.022092515602708e-05,0.0,6.435396660009474e-09
9.078762915060157e-12,0.0,8.242393604451292e-23
0.9749993681907654,1.0,0.0006250315927900374
5.8852696049882525e-09,0.0,3.463639813181247e-17
0.29754307866096497,0.0,0.08853188157081604
2.3406497007272264e-07,0.0,5.4786409512796314e-14
8.195399220367605e-11,0.0,6.716456965718398e-21
0.988288402557373,1.0,0.00013716152170673013
3.783054935979635e-08,0.0,1.4311504675708917e-15
2.7190870608155733e-14,0.0,7.393434648656174e-28
0.0003392466460354626,0.0,1.1508828379191982e-07
0.6159867644309998,1.0,0.14746616780757904
0.08035369962453842,0.0,0.006456716917455196
0.9990967512130737,1.0,8.158583568729227e-07
0.004368023481220007,0.0,1.9079629055340774e-05
0.9975489974021912,1.0,6.007413958286634e-06
0.09238903969526291,0.0,0.008535734377801418
0.0004906136309728026,0.0,2.407017234418163e-07
5.9991275520587806e-06,0.0,3.598953079997358e-11
0.7987244129180908,1.0,0.04051186144351959
0.08879098296165466,0.0,0.007883838377892971
0.9998281002044678,1.0,2.95495397040213e-08
0.062228552997112274,0.0,0.003872392699122429
0.1915283501148224,0.0,0.036683108657598495
1.4589946317755675e-07,0.0,2.128665286030805e-14
2.482955778759788e-06,0.0,6.165069323105232e-12
0.9409010410308838,1.0,0.0034926868975162506
0.016385717317461967,0.0,0.0002684917417354882
0.9999276399612427,1.0,5.235975208961463e-09
0.0001191915653180331,0.0,1.420662965045949e-08
0.9599365592002869,1.0,0.0016050792764872313
0.001301637850701809,0.0,1.6942610727710417e-06
2.4451116478751977e-11,0.0,5.978571065745967e-22
2.7994151441390613e-09,0.0,7.836724839759023e-18
0.017978664487600327,0.0,0.0003232323797419667
8.534489781553134e-11,0.0,7.283751808532756e-21
0.004143281374126673,0.0,1.716677979857195e-05
0.11492345482110977,0.0,0.01320740021765232
0.016703113913536072,0.0,0.0002789940044749528
0.0036828964948654175,0.0,1.3563726497523021e-05
0.002803361276164651,0.0,7.85883457865566e-06
0.9998444318771362,1.0,2.4201440851356892e-08
0.004006963688880205,0.0,1.6055757441790774e-05
0.0009948560036718845,0.0,9.89738509815652e-07
8.868773770931426e-16,0.0,7.865514819996123e-31
0.9902353882789612,1.0,9.534764103591442e-05
9.290110938309226e-06,0.0,8.630616360472132e-11
0.01900196261703968,0.0,0.0003610745770856738
0.09508398175239563,0.0,0.00904096383601427
8.753414104667456e-10,0.0,7.66222571286698e-19
4.9216568320797904e-11,0.0,2.4222705905295723e-21
4.730424734589178e-06,0.0,2.2376918026867365e-11
0.9752597212791443,1.0,0.0006120813777670264
0.40405452251434326,0.0,0.1632600575685501
0.0027521189767867327,0.0,7.574158644274576e-06
3.777049073505623e-08,0.0,1.426609947457135e-15
0.036112572997808456,0.0,0.00130411796271801
0.32836416363716125,1.0,0.45109474658966064
1.6780057343623866e-09,0.0,2.815703159590958e-18
0.9232608675956726,1.0,0.0058888946659862995
6.74696411806508e-06,0.0,4.552152405024046e-11
0.9999914169311523,1.0,7.366907084360719e-11
0.07044580578804016,0.0,0.004962611477822065
0.046448126435279846,0.0,0.0021574285347014666
4.32969827670604e-05,0.0,1.874628674514156e-09
0.9977570176124573,1.0,5.0309699872741476e-06
9.500723546181933e-18,0.0,9.026374886040272e-35
0.0037673336919397116,0.0,1.4192803064361215e-05
0.14151518046855927,1.0,0.7369961738586426
0.006448851432651281,0.0,4.158768570050597e-05
0.22072306275367737,0.0,0.04871867224574089
0.9993220567703247,1.0,4.596070084517123e-07
0.01615479774773121,0.0,0.000260977481957525
0.0007332701934501529,0.0,5.376851959226769e-07
1.0,1.0,0.0
0.0027186700608581305,0.0,7.39116694603581e-06
0.9951242804527283,1.0,2.3772641725372523e-05
7.68362770031672e-06,0.0,5.903813549146264e-11
0.04481424018740654,0.0,0.002008316107094288
2.3101574697648175e-05,0.0,5.336827646473807e-10
4.852431629842613e-07,0.0,2.354609291831816e-13
0.9989460110664368,1.0,1.1108926400993369e-06
1.164030322797771e-06,0.0,1.3549665946535616e-12
0.09775564074516296,0.0,0.009556164965033531
0.9913815855979919,1.0,7.427706441376358e-05
7.253530839079758e-06,0.0,5.2613708528825853e-11
0.0007800954044796526,0.0,6.085488166718278e-07
2.201392999268137e-05,0.0,4.846131274049981e-10
0.03013743832707405,0.0,0.0009082651813514531
4.648030225536266e-19,0.0,2.16041838831352e-37
3.1320510074372976e-10,0.0,9.809743618124054e-20
0.0001376191939925775,0.0,1.893904233440935e-08
0.08688634634017944,0.0,0.007549236994236708
2.697434289822276e-13,0.0,7.276151620240915e-26
0.0002824891416821629,0.0,7.980011673680565e-08
0.0012692719465121627,0.0,1.6110512888189987e-06
1.0,1.0,0.0
1.0960545182570058e-07,0.0,1.201335478849281e-14
0.02612539380788803,0.0,0.0006825362215749919
0.27383995056152344,0.0,0.07498832046985626
0.008125470019876957,0.0,6.602326175197959e-05
0.9869436025619507,1.0,0.00017046951688826084
0.002413900336250663,0.0,5.826914730278077e-06
0.14297620952129364,0.0,0.02044219709932804
0.0001183509812108241,0.0,1.4006954707213026e-08
3.8398889046220575e-06,0.0,1.4744747089956434e-11
0.9999996423721313,1.0,1.2789769243681803e-13
2.0348074940557126e-06,0.0,4.140441461908395e-12
0.5935649275779724,1.0,0.1651894748210907
4.267975209359953e-11,0.0,1.821561164870088e-21
0.9956934452056885,1.0,1.854641413956415e-05
3.404389610366625e-18,0.0,1.1589868486414072e-35
3.721196480910294e-05,0.0,1.38473033040043e-09
0.9848730564117432,1.0,0.0002288244286319241
0.0002524744486436248,0.0,6.374335015379984e-08
6.934780305556387e-09,0.0,4.809117900925711e-17
9.687994850793302e-11,0.0,9.385724373780837e-21
1.2453234277121084e-10,0.0,1.5508303625983807e-20
0.002464694669470191,0.0,6.074719749449287e-06
0.0012272467138245702,0.0,1.5061344811329036e-06
1.5651188732590526e-05,0.0,2.44959719175597e-10
4.107927886742857e-10,0.0,1.6875071277328794e-19
0.15452203154563904,0.0,0.023877058178186417
0.9999977350234985,1.0,5.130118552187923e-12
0.0009209614363498986,0.0,8.481699751428096e-07
0.0005895245121791959,0.0,3.475391565643804e-07
0.9997736811637878,1.0,5.122021562442569e-08
0.0008861282258294523,0.0,7.852232215554977e-07
0.9999585151672363,1.0,1.7209913494298235e-09
0.9899376630783081,1.0,0.00010125062544830143
5.041670760874695e-07,0.0,2.541844501807028e-13
3.691879828693345e-05,0.0,1.3629977146933925e-09
0.0024973987601697445,0.0,6.237000434339279e-06
0.9678933620452881,1.0,0.0010308362543582916
2.8151320293545723e-05,0.0,7.924968459249726e-10
