Predict,Target,Error
0.0018961274763569236,0.0,3.5952994039689656e-06
0.013330521062016487,0.0,0.00017770279373507947
0.2741539776325226,0.0,0.07516040652990341
0.2908547818660736,0.0,0.08459650725126266
0.0831790491938591,0.0,0.006918754428625107
1.5126945029919625e-08,0.0,2.2882446839309154e-16
0.8181176781654358,1.0,0.03308117762207985
0.008072633296251297,0.0,6.516740540973842e-05
0.14581745862960815,0.0,0.02126273140311241
0.046404458582401276,0.0,0.0021533737890422344
0.006671594455838203,0.0,4.4510172301670536e-05
0.3004184067249298,1.0,0.4894144535064697
0.0007032630383037031,0.0,4.94578898724285e-07
0.6466857194900513,1.0,0.12483098357915878
0.0038420509081333876,0.0,1.4761355487280525e-05
0.06990887224674225,0.0,0.004887250252068043
1.0675643312071936e-12,0.0,1.1396935793978944e-24
0.003259128425270319,0.0,1.062191768141929e-05
0.9670781493186951,1.0,0.001083848299458623
1.3606758329842705e-05,0.0,1.8514387245538444e-10
0.02665184997022152,0.0,0.0007103211246430874
0.0044993022456765175,0.0,2.0243720427970402e-05
0.02287469059228897,0.0,0.0005232514813542366
0.004027029499411583,0.0,1.621696719666943e-05
0.10442306101322174,0.0,0.010904175229370594
0.08917807787656784,0.0,0.007952729240059853
0.003041223855689168,0.0,9.24904270505067e-06
0.029853254556655884,0.0,0.0008912167977541685
0.9967553019523621,1.0,1.0528065104153939e-05
5.577934643952176e-05,0.0,3.111335411531968e-09
0.41904932260513306,0.0,0.17560233175754547
2.3268728909897618e-05,0.0,5.4143373118265e-10
1.7177958611114263e-08,0.0,2.950822707332995e-16
0.9914291501045227,1.0,7.345946505665779e-05
3.540895354703366e-11,0.0,1.2537939647674583e-21
0.057171132415533066,0.0,0.00326853827573359
1.7154442311095863e-09,0.0,2.942749002692365e-18
4.225281372782774e-05,0.0,1.7853002409751184e-09
0.9965311884880066,1.0,1.2032653103233315e-05
1.5745075243600581e-09,0.0,2.479073944301531e-18
1.514957321917254e-13,0.0,2.295095739838479e-26
0.04362788796424866,0.0,0.001903392607346177
0.47490769624710083,1.0,0.275721937417984
0.2288016974925995,0.0,0.05235021561384201
0.9961426854133606,1.0,1.4878875845170114e-05
0.0005947808967903256,0.0,3.537643067375029e-07
0.7451517581939697,1.0,0.06494762748479843
0.10500078648328781,0.0,0.01102516520768404
0.009959336370229721,0.0,9.918837895384058e-05
6.428321501543649e-16,0.0,4.132331900485189e-31
0.8147442936897278,1.0,0.0343196764588356
0.24883440136909485,0.0,0.06191856041550636
1.0,1.0,0.0
0.29253441095352173,0.0,0.0855763852596283
0.035049911588430405,0.0,0.0012284963158890605
4.3885546574529144e-07,0.0,1.9259412315821012e-13
0.0022494872100651264,0.0,5.060192506789463e-06
0.5319597721099854,1.0,0.21906165778636932
0.24620777368545532,0.0,0.060618266463279724
0.9880232810974121,1.0,0.000143441793625243
2.9691738745896146e-05,0.0,8.81599349078499e-10
0.9900487661361694,1.0,9.902705642161891e-05
1.8096834537573159e-06,0.0,3.274954309476219e-12
1.4938699962382257e-13,0.0,2.2316475956017947e-26
4.118667890464292e-14,0.0,1.6963425320187556e-27
0.02314259670674801,0.0,0.0005355798057280481
4.2958414603333495e-11,0.0,1.8454254063215997e-21
0.001405854127369821,0.0,1.976425892280531e-06
0.2441423237323761,0.0,0.05960547551512718
0.00041403400246053934,0.0,1.714241619765744e-07
0.0018392656929790974,0.0,3.3828982850536704e-06
2.010252865147777e-05,0.0,4.041116608011208e-10
0.9884896874427795,1.0,0.0001324873010162264
0.0021552653051912785,0.0,4.645168701244984e-06
0.21069319546222687,0.0,0.04439162090420723
3.798465986193378e-10,0.0,1.4428343403700537e-19
0.9994353652000427,1.0,3.188124537700787e-07
0.00035804236540570855,0.0,1.2819432981814316e-07
0.31267762184143066,0.0,0.09776729345321655
0.07635534554719925,0.0,0.005830138921737671
4.930495833832538e-06,0.0,2.4309788557164147e-11
5.065734853815229e-07,0.0,2.5661669512434815e-13
